Segmento;URA;Produto;Suporte;Transferência Telefone;Transferência Blip;Setor
ENERGIA SOLAR;492;EGT 20000 MAX 220V;Sim;energia_solar;Energia Corporativo;Energia Corporativo
ENERGIA SOLAR;492;EGT 22000 MAX 220 V;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EGT 2500 PRO;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EGT 25000 MAX;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EGT 3000 LITE;Sim;energia_solar;Energia Corporativo;Energia Corporativo
ENERGIA SOLAR;492;EGT 3000 LITE G2;Sim;energia_solar;Energia Corporativo;Energia Corporativo
ENERGIA SOLAR;492;EGT 30000 MAX;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EGT 3212X;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EGT 3215X;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EGT 33000 MAX;Sim;energia_solar;Energia Corporativo;Energia Corporativo
ENERGIA SOLAR;492;EGT 33000 MAX G2;Sim;energia_solar;Energia Solar Corporativo;Energia Solar Corporativo
ENERGIA SOLAR;492;EGT 3600 PRO;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EGT 40000 MAX G2;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EGT 4600 PRO;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EGT 50000 MAX;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EGT 6000 PRO;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EGT 60000 MAX;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EGT 8000 PRO;Sim;energia_solar;Energia Corporativo;Energia Corporativo
ENERGIA SOLAR;492;EGT 8000 PRO G2;Sim;energia_solar;Energia Corporativo;Energia Corporativo
ENERGIA SOLAR;492;EGT 80000 MAX;Sim;energia_solar;Energia Corporativo;Energia Corporativo
ENERGIA SOLAR;492;EGT 9000 PRO;Sim;energia_solar;Energia Corporativo;Energia Corporativo
ENERGIA SOLAR;492;EMS 200MF;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EMSB 455 HC;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EMSB 555 HC;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EMSC 450BM HC - Módulo Fotovoltaico Bifacial Monocristalino 450 W;Sim;energia;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EMSH 550 HC;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EMSS 550 HC FINAME;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;482;EMST 430 SG BLACK;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;482;EMST 440M HC - Módulo Fotovoltaico Monocristalino Half-Cell 440 W;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EPW 2000 X;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;EPWS 2000;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;482;EPWU 2000;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;ESP 1x160Wp - Estrutura de fixação;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;ESP 1x335Wp - Estrutura de fixação;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;ESP 2x160Wp - Estrutura de fixação;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Estrutura de fixação em telha cerâmica - Alumínio 6063 - T6;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Estrutura de fixação em telha fibrocimento - Alumínio 6063 - T6;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Estrutura de fixação em telha metálica - Alumínio 6063 - T6;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Estrutura de fixação para sistema fotovoltaico- Estrutura para laje;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Estrutura fixação - Telha Cerâmica;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Estrutura fixação - Telha Fibrocimento;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Estrutura fixação - Telha Fibrocimento base de madeira;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Estrutura fixação - Telha Metálica;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Estrutura para solo - Estrutura de fixação para sistemas fotovoltaicos;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;GAB 2BAT105 - Gabinete Outdoor Off Grid;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Gerador trifásico;Sim;energia;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;ICS 5002 - Inversor Carregador Off Grid 5000W;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;IMD 1001;Sim;energia_solar;Energia Corporativo;Energia Corporativo
ENERGIA SOLAR;492;IMD 1002;Sim;energia_solar;Energia Corporativo;Energia Corporativo
ENERGIA SOLAR;492;IMD 1501;Sim;energia_solar;Energia Corporativo;Energia Corporativo
ENERGIA SOLAR;492;IMD 1502;Sim;energia_solar;Energia Corporativo;Energia Corporativo
ENERGIA SOLAR;492;IMD 602;Sim;energia_solar;Energia Corporativo;Energia Corporativo
ENERGIA SOLAR;492;IMD 651;Sim;energia_solar;Energia Corporativo;Energia Corporativo
ENERGIA SOLAR;492;Inversor solar Off Grid IMV 402;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Inversor solar Off Grid ISV 1501;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Inversor solar Off Grid ISV 1502;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Inversor solar Off Grid ISV 751;Sim;energia_solar;Energia Solar Corporativo;Energia Solar Corporativo
ENERGIA SOLAR;492;Inversor solar Off Grid IMV 401;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Inversor solar On Grid trifásico 125Kw - EGT 125000 HMAX;Sim;energia;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;IONS - 75K T6;Sim;energia_solar;Energia Solar Corporativo;Energia Solar Corporativo
ENERGIA SOLAR;492;IONS-10K M7;Sim;energia_solar;Energia Solar Corporativo;Energia Solar Corporativo
ENERGIA SOLAR;492;IONS-110K T6;Sim;energia_solar;Energia Solar Corporativo;Energia Solar Corporativo
ENERGIA SOLAR;492;IONS-12K T2;Sim;energia_solar;Energia Solar Corporativo;Energia Solar Corporativo
ENERGIA SOLAR;492;IONS-15K T4 220V;Sim;energia_solar;Energia Solar Corporativo;Energia Solar Corporativo
ENERGIA SOLAR;492;IONS-20K T4 220V;Sim;energia_solar;Energia Solar Corporativo;Energia Solar Corporativo
ENERGIA SOLAR;492;IONS-25K T4;Sim;energia_solar;Energia Solar Corporativo;Energia Solar Corporativo
ENERGIA SOLAR;492;IONS-5K M5;Sim;energia_solar;Energia Solar Corporativo;Energia Solar Corporativo
ENERGIA SOLAR;492;ISQ 4001;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;ISQ 4002;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;LSI 12000 PRO;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;LSI 18000 PRO;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;LSI 4800;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;LSI 6000 PRO;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;LSP 10200 PRO - Luminária solar pública;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;493;LSP 20400 PRO - Luminária solar pública;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;MICRO INVERSOR - EGT 1600 MICRO;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;MICRO INVERSOR - EGT 2000 MICRO;Sim;energia_solar;Energia Corporativo;Energia Corporativo
ENERGIA SOLAR;492;MICRO INVERSOR - EGT 500 MICRO;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;MICRO INVERSOR - EGT 600 MICRO;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Micro inversor EGT 1200 W - 220V;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico 72 Células - EMSC 330P;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico 72 células 335 W -EMSH 335P;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Bifacial Monocristalino 540 W - EMSH 540BM HC;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Cast Mono Half-Cell 430 W - EMSZ 430MC HC;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico EMS 335 HC;Sim;energia_solar;Controle de Acesso MG;Controle de Acesso MG
ENERGIA SOLAR;492;Módulo Fotovoltaico EMSB 535M HC;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Monocristalino - EMSZ 380M DG;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Monocristalino - EMSZ 420M HC;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Monocristalino - EMSZ 425M HC;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Monocristalino - EMSZ 430M HC;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Monocristalino de 380 W - EMST 380M;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Monocristalino Half-Cell 415 W - EMSC 415M HC;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Monocristalino Half-Cell 415 W -EMSJ 445M HC;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Monocristalino Half-Cell 535 W - EMSE 535M HC;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Monocristalino Half-Cell 535 W-EMSB-535M HC;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Monocristalino Half-Cell 590 W - EMSL 590M HC;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Policristalino - EMS 160P;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Policristalino - EMSZ 335P DG;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Policristalino - EMSZ 345P DG;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Policristalino 340 W - EMST 340 P HC;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;Módulo Fotovoltaico Policristalino 340W - EMSJ 340P;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;String Box - ESB 1106;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
ENERGIA SOLAR;492;String Box - ESB 4210;Sim;energia_solar;Energia Solar Corp.;Energia Solar Corp.
;482;EAC 202 - Adaptador eletrônico;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;EC 1 Fast;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;EC 11 Power 20 W;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;EC1 Quick;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;EC2 Fast;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;EC4 Quick Desktop;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;ECV2 Fast;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;ESI 5001;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;ESI 5002;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;ESI 5003;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;ESP 180;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;ESP 180 AE;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;ESP 180 E;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;ESP 180 E+;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;ESP 360;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;ESP 360 A;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;ESP 360 E;Sim;varejo_energia;Varejo Energia;Varejo Energia
;482;ESP 360+;Sim;varejo_energia;Varejo Energia;Varejo Energia
CONVERSORES;492;LSM 950;Sim;varejo_energia_solar;Varejo Solar;Varejo Solar
ANALÓGICO/HÍBRIDO*;435;IP 600;Não;Verificar Segmento;Telecom Analógico/Híbrido*;Telecom Analógico/Híbrido*
ANALÓGICO/HÍBRIDO*;435;IP 700;Não;Verificar Segmento;Telecom Analógico/Híbrido*;Telecom Analógico/Híbrido*
ANALÓGICO/HÍBRIDO*;435;ITA 700;Não;Verificar Segmento;Telecom Analógico/Híbrido*;Telecom Analógico/Híbrido*
ANALÓGICO/HÍBRIDO*;435;PI 100;Não;Verificar Segmento;Telecom Analógico/Híbrido*;Telecom Analógico/Híbrido*
ANALÓGICO/HÍBRIDO*;435;TEX 516i;Não;Verificar Segmento;Telecom Analógico/Híbrido*;Telecom Analógico/Híbrido*
ANALÓGICO/HÍBRIDO*;435;XME 1000;Não;Verificar Segmento;Telecom Analógico/Híbrido*;Telecom Analógico/Híbrido*
ANALÓGICO/HÍBRIDO*;435;XPE 1001t;Não;Verificar Segmento;Telecom Analógico/Híbrido*;Telecom Analógico/Híbrido*
REDES FIBRA OPTICA;476;S3028G-B;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;AN6000-15;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;AN6000-2;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;AN6000-7;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;AN6001-G16;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;BC2U 500;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;BD1U 400;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;BD1U 800;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;491;BF1U 290;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;BF1U 290;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;BF1U 400;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;BF1U 800;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;Cabo Óptico Drop de 1 km;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;COC 4038;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;475;Customize;Sim;redes_home_office;Redes Home Office;Redes Home Office
REDES FIBRA OPTICA;478;Customize PON;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;FC67CBR Fast Cam;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;FC80CBR Fast Cam;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;491;FF1U;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;FF1U;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;GPON;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;GPON & XGS-PON;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;IL5CAZ Impact Lan;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;Injetor AF 4805;Sim;redes_empresariais;Redes Empresariais;Redes Empresariais
REDES FIBRA OPTICA;473;Injetor PoE 200G;Sim;redes_empresariais;Redes Empresariais;Redes Empresariais
REDES FIBRA OPTICA;478;KFM 112;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KFS 1120;Não;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KFSD 1120 A;Não;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KFSD 1120 B;Não;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KGM 1105;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KGM 2105;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KGS 1115;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KGS 1120;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KGS 2110;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KGSD 1120 A;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KGSD 1120 B;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KGSD 2110 A;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KGSD 2110 B;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;Kit Porca Gaiola, Parafuso e Arruela M5 - KPP;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;Kit Rodízio para Racks - KRR;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;Kit ventilação para Racks com 4 ventiladores - KVR 4V;Sim;redes_fibra_optica;Redes Empresariais;Redes Empresariais
REDES FIBRA OPTICA;478;KPSD 1120;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KPSD 1120 G;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KPSD 1120 G C+;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KRV 4V;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KTS 2110;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KTS 2110 +;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KX 1400;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;KX 1400 R;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;MC8CBR Multi Cam;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;MRD 1247;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;MRD 1257;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;MRD 347;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;MRD 357;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;MRD 547;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;MRD 557;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;MRD 847;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;MRD 857;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;MRM 337;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;MRM 537;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;491;OCH1U 40;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;OCH1U 40;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;OCV 36;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;OCV 44;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;OLT 4840 E;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;OLT 8820 G;Não;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;OLT 8820 I;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;OLT AN6000-15;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;OLT AN6000-7;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;OLT AN6001-G16;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;OLT G08;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;OLT G16;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;ONT 121 W;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;ONT 140 PoE;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;ONT 1420 G;Não;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;ONT 1420N G;Não;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;ONT 142N W;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;ONT HG6145D2 | FiberHome;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;ONT HG6145F | FiberHome;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;ONT HG6145F3 | FiberHome;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;ONU 110;Não;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;ONU 110 B;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;ONU 110 G;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;ONU R1;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;473;POE 200 AT;Sim;redes_empresariais;Redes Empresariais;Redes Empresariais
REDES FIBRA OPTICA;478;PP524;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;PP624;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;R3005G;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;Racks e Acessórios;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;Remotize PON;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;RO 1247;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;RO 547;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;RO 847;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;RPD 1657;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;RPD 2057;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;RPD 2467;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;RPD 3667;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;RPD 4417;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;RPD 4417 PP;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;RPD 4467;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;RPD 4467 PP;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;RPD 4495;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;RT 24;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;RT 36;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;478;RT 44;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;476;S1016G;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;476;S1018G-PA;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;476;S2050G-A;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;476;S3028G-PB MAX;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;476;S3054G-B;Sim;redes_fibra_optica;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;476;SC 3130;Sim;redes_linha_future;Redes Fibra;Redes Fibra
REDES FIBRA OPTICA;476;SC 3170;Sim;redes_linha_future;Redes Linha Future;Redes Linha Future
REDES FIBRA OPTICA;476;SC 3570;Sim;redes_linha_future;Redes Linha Future;Redes Linha Future
